;nazwa stacji;rok;miesiac;dzien;temp,;wilgotnosc wzglêdna;prêdkosc wiatru;œrednie dobowe zachmurzenie ogolne
252200150;WARSZAWA-BIELANY;2019;9;9;18,9;72,8;2,3;5,7
252200150;WARSZAWA-BIELANY;2019;9;10;15,7;76;3;5,3
252200150;WARSZAWA-BIELANY;2019;9;11;16,4;70,5;1,3;3
252200150;WARSZAWA-BIELANY;2019;9;12;17,8;66,3;3;3
252200150;WARSZAWA-BIELANY;2019;9;13;18;72,8;3,7;5,7
252200150;WARSZAWA-BIELANY;2019;9;14;13,5;68,5;2,7;0,7
252200150;WARSZAWA-BIELANY;2019;9;15;14,7;60,8;3,3;4,3
252200150;WARSZAWA-BIELANY;2019;9;16;14,8;58;3,7;3,3
252200150;WARSZAWA-BIELANY;2019;9;17;10,3;81,8;4;5,7
252200150;WARSZAWA-BIELANY;2019;9;18;9,4;84;3,7;4,7
252200150;WARSZAWA-BIELANY;2019;9;19;8,8;85;2,7;4,3
252200150;WARSZAWA-BIELANY;2019;9;20;8,6;82,3;2;6
252200150;WARSZAWA-BIELANY;2019;9;21;11,7;84,5;2,7;5,3
252200150;WARSZAWA-BIELANY;2019;9;22;12,9;82;1;0
252200150;WARSZAWA-BIELANY;2019;9;23;11,6;85,8;3;4,7
252200150;WARSZAWA-BIELANY;2019;9;24;9,3;81,3;1,7;2,3
252200150;WARSZAWA-BIELANY;2019;9;25;11,4;80,5;2,3;7
252200150;WARSZAWA-BIELANY;2019;9;26;13,6;97;0,7;8
252200150;WARSZAWA-BIELANY;2019;9;27;15,1;89,8;2;6,3
252200150;WARSZAWA-BIELANY;2019;9;28;15,2;86;2,7;5
252200150;WARSZAWA-BIELANY;2019;9;29;14,7;77;3;7,3
252200150;WARSZAWA-BIELANY;2019;9;30;13,4;93,5;5,3;8
252200150;WARSZAWA-BIELANY;2019;10;1;13,9;74,8;3;6,7
252200150;WARSZAWA-BIELANY;2019;10;2;13,2;86,8;2,3;8
252200150;WARSZAWA-BIELANY;2019;10;3;9,2;84,3;2,3;5
252200150;WARSZAWA-BIELANY;2019;10;4;8,4;86,5;1,3;7
252200150;WARSZAWA-BIELANY;2019;10;5;8,7;77,5;2,7;6,3
252200150;WARSZAWA-BIELANY;2019;10;6;4,1;78,5;1,7;4
252200150;WARSZAWA-BIELANY;2019;10;7;5,2;84,5;2,3;5
252200150;WARSZAWA-BIELANY;2019;10;8;6,3;77,8;2,3;7
252200150;WARSZAWA-BIELANY;2019;10;9;11,6;87,5;2,7;6,3
252200150;WARSZAWA-BIELANY;2019;10;10;10,5;87,8;4,3;7,3
252200150;WARSZAWA-BIELANY;2019;10;11;11,2;78,8;4,7;4,3
252200150;WARSZAWA-BIELANY;2019;10;12;16;64,3;4;2,7
252200150;WARSZAWA-BIELANY;2019;10;13;17;73,3;2,3;2
252200150;WARSZAWA-BIELANY;2019;10;14;17,2;73,8;2;0
252200150;WARSZAWA-BIELANY;2019;10;15;16,6;74,3;3;4
252200150;WARSZAWA-BIELANY;2019;10;16;14,8;76,5;3,3;3,7
252200150;WARSZAWA-BIELANY;2019;10;17;12,8;75;2,3;4,7
252200150;WARSZAWA-BIELANY;2019;10;18;13,6;72,3;2,3;5
252200150;WARSZAWA-BIELANY;2019;10;19;13,2;84,5;1;5,3
252200150;WARSZAWA-BIELANY;2019;10;20;14,2;81,8;2;1,7
252200150;WARSZAWA-BIELANY;2019;10;21;14,5;82,5;1,3;2
252200150;WARSZAWA-BIELANY;2019;10;22;14,4;86,8;1,3;2
252200150;WARSZAWA-BIELANY;2019;10;23;11,6;97,8;1;5,3
252200150;WARSZAWA-BIELANY;2019;10;24;11,9;96;2,7;5,3
252200150;WARSZAWA-BIELANY;2019;10;25;11,5;90;2;2,7
252200150;WARSZAWA-BIELANY;2019;10;26;12,6;81,3;2;2
252200150;WARSZAWA-BIELANY;2019;10;27;12,8;75,5;3,7;6
252200150;WARSZAWA-BIELANY;2019;10;28;7,8;85,3;3,7;7,7
252200150;WARSZAWA-BIELANY;2019;10;29;6,1;89,5;1,7;6
252200150;WARSZAWA-BIELANY;2019;10;30;3,3;79,8;2,3;3
252200150;WARSZAWA-BIELANY;2019;10;31;2,9;80,5;2;5,3
252200150;WARSZAWA-BIELANY;2019;11;1;2,4;76,8;2,3;1,3
252200150;WARSZAWA-BIELANY;2019;11;2;6,9;66,8;3,3;7,7
252200150;WARSZAWA-BIELANY;2019;11;3;11,2;76,8;3;5,7
252200150;WARSZAWA-BIELANY;2019;11;4;13,3;84;3,3;7,7
252200150;WARSZAWA-BIELANY;2019;11;5;10,5;81,8;2,3;5,3
252200150;WARSZAWA-BIELANY;2019;11;6;8,6;80;3;7
252200150;WARSZAWA-BIELANY;2019;11;7;6,5;90;1,3;3,7
252200150;WARSZAWA-BIELANY;2019;11;8;5,9;95,3;3,3;8
252200150;WARSZAWA-BIELANY;2019;11;9;9;90,3;2;7,7
252200150;WARSZAWA-BIELANY;2019;11;10;7,3;88,3;1;6,3
252200150;WARSZAWA-BIELANY;2019;11;11;4,6;87,5;2,7;4
252200150;WARSZAWA-BIELANY;2019;11;12;6,6;83,5;3;7,3
252200150;WARSZAWA-BIELANY;2019;11;13;9,7;95,8;1,7;6,3
252200150;WARSZAWA-BIELANY;2019;11;14;6,6;89,3;2,3;7,7
252200150;WARSZAWA-BIELANY;2019;11;15;6,9;95,3;3;8
252200150;WARSZAWA-BIELANY;2019;11;16;10,9;84,8;3,7;4,7
252200150;WARSZAWA-BIELANY;2019;11;17;9,9;86,3;3,3;4,3
252200150;WARSZAWA-BIELANY;2019;11;18;9,3;86,8;4;4,3
252200150;WARSZAWA-BIELANY;2019;11;19;8,1;85;2,7;3
252200150;WARSZAWA-BIELANY;2019;11;20;7,9;92,5;4,3;7,7
252200150;WARSZAWA-BIELANY;2019;11;21;7,1;88,5;7,3;8
252200150;WARSZAWA-BIELANY;2019;11;22;2,9;80,8;5,7;8
252200150;WARSZAWA-BIELANY;2019;11;23;-0,2;81;5,3;5
252200150;WARSZAWA-BIELANY;2019;11;24;0,8;90,3;4;8
252200150;WARSZAWA-BIELANY;2019;11;25;1,4;89,3;3,3;7,3
252200150;WARSZAWA-BIELANY;2019;11;26;1,4;97,8;3,3;8
252200150;WARSZAWA-BIELANY;2019;11;27;3,4;94,3;3,3;7
252200150;WARSZAWA-BIELANY;2019;11;28;7,4;85,8;2,3;3,3
252200150;WARSZAWA-BIELANY;2019;11;29;7,8;72;4,7;6,3
252200150;WARSZAWA-BIELANY;2019;11;30;2,3;82;4;2,7
252200150;WARSZAWA-BIELANY;2019;12;1;0,5;90,8;2,3;7
252200150;WARSZAWA-BIELANY;2019;12;2;1,4;80,5;3;8
252200150;WARSZAWA-BIELANY;2019;12;3;0,4;82,8;2;2,7
252200150;WARSZAWA-BIELANY;2019;12;4;2,2;96;3;8
252200150;WARSZAWA-BIELANY;2019;12;5;1,3;77,8;2,7;0
252200150;WARSZAWA-BIELANY;2019;12;6;0,3;77,3;3;0
252200150;WARSZAWA-BIELANY;2019;12;7;4,3;80;4,7;7,7
252200150;WARSZAWA-BIELANY;2019;12;8;6,9;81,3;3,7;7,3
252200150;WARSZAWA-BIELANY;2019;12;9;7,4;84,3;3,3;7,3
252200150;WARSZAWA-BIELANY;2019;12;10;4;82,8;3,3;7,7
252200150;WARSZAWA-BIELANY;2019;12;11;-1,6;82,8;2,3;0
252200150;WARSZAWA-BIELANY;2019;12;12;-0,1;85;2,3;4,3
252200150;WARSZAWA-BIELANY;2019;12;13;2,2;90;5,3;8
252200150;WARSZAWA-BIELANY;2019;12;14;3,7;89,5;3,7;6,3
252200150;WARSZAWA-BIELANY;2019;12;15;5,9;82,5;3;6,7
252200150;WARSZAWA-BIELANY;2019;12;16;5,9;81,5;2,7;4
252200150;WARSZAWA-BIELANY;2019;12;17;5,7;87;1,7;3
252200150;WARSZAWA-BIELANY;2019;12;18;8,5;81;3;4,7
252200150;WARSZAWA-BIELANY;2019;12;19;4,2;93,5;2,3;6
252200150;WARSZAWA-BIELANY;2019;12;20;6,9;83;3,7;2
252200150;WARSZAWA-BIELANY;2019;12;21;7,8;83,5;2,3;6,7
252200150;WARSZAWA-BIELANY;2019;12;22;6,7;98,5;1,7;8
252200150;WARSZAWA-BIELANY;2019;12;23;6,1;98,5;2;8
252200150;WARSZAWA-BIELANY;2019;12;24;5,2;95,3;2,3;7,3
252200150;WARSZAWA-BIELANY;2019;12;25;4,4;93;1,7;7,7
252200150;WARSZAWA-BIELANY;2019;12;26;4;91,3;3,3;7,7
252200150;WARSZAWA-BIELANY;2019;12;27;2,2;89;3;7
252200150;WARSZAWA-BIELANY;2019;12;28;0,4;81;3;8
252200150;WARSZAWA-BIELANY;2019;12;29;-1,2;78,3;1,3;6
252200150;WARSZAWA-BIELANY;2019;12;30;2;71;3,3;7,3
252200150;WARSZAWA-BIELANY;2019;12;31;4,9;66,5;5,3;6
252200150;WARSZAWA-BIELANY;2020;1;1;2,4;89,5;5;8
252200150;WARSZAWA-BIELANY;2020;1;2;1,3;77,5;3,3;7
252200150;WARSZAWA-BIELANY;2020;1;3;2,3;75,3;3,7;5,3
252200150;WARSZAWA-BIELANY;2020;1;4;3,3;84;5;6,7
252200150;WARSZAWA-BIELANY;2020;1;5;0,7;79,5;3,3;0,7
252200150;WARSZAWA-BIELANY;2020;1;6;0,3;89;3,3;8
252200150;WARSZAWA-BIELANY;2020;1;7;1,6;79,5;1,7;8
252200150;WARSZAWA-BIELANY;2020;1;8;3,6;86,8;3,3;7,3
252200150;WARSZAWA-BIELANY;2020;1;9;5,7;92;2;8
252200150;WARSZAWA-BIELANY;2020;1;10;7,4;94,8;4;8
252200150;WARSZAWA-BIELANY;2020;1;11;6,1;82;3,3;8
252200150;WARSZAWA-BIELANY;2020;1;12;3,8;78;3;6,3
252200150;WARSZAWA-BIELANY;2020;1;13;4,7;84,5;3,7;8
252200150;WARSZAWA-BIELANY;2020;1;14;3,8;79,5;2,7;3
252200150;WARSZAWA-BIELANY;2020;1;15;5,4;61,8;2,7;1,3
252200150;WARSZAWA-BIELANY;2020;1;16;5,1;75,8;3;1
252200150;WARSZAWA-BIELANY;2020;1;17;0,1;95,5;3,7;4,3
252200150;WARSZAWA-BIELANY;2020;1;18;3,1;87,5;2,3;8
252200150;WARSZAWA-BIELANY;2020;1;19;3,2;87,5;1,3;4,3
252200150;WARSZAWA-BIELANY;2020;1;20;2,4;82,8;3,3;7
252200150;WARSZAWA-BIELANY;2020;1;21;2,1;81;5,3;3,3
252200150;WARSZAWA-BIELANY;2020;1;22;3,1;86,3;4,7;5,3
252200150;WARSZAWA-BIELANY;2020;1;23;1;91,3;3,3;8
252200150;WARSZAWA-BIELANY;2020;1;24;0,9;82,3;3,7;6
252200150;WARSZAWA-BIELANY;2020;1;25;0,8;97;3,7;8
252200150;WARSZAWA-BIELANY;2020;1;26;0,4;93,5;2;8
252200150;WARSZAWA-BIELANY;2020;1;27;1,2;88;2;5,3
252200150;WARSZAWA-BIELANY;2020;1;28;2,6;85,3;3,3;6,7
252200150;WARSZAWA-BIELANY;2020;1;29;2,5;84,5;4,3;8
252200150;WARSZAWA-BIELANY;2020;1;30;3;87,5;4;8
252200150;WARSZAWA-BIELANY;2020;1;31;5,7;90,5;4,7;5,7
252200150;WARSZAWA-BIELANY;2020;2;1;9,1;77,5;3,3;6,7
252200150;WARSZAWA-BIELANY;2020;2;2;7,1;78,8;5,3;4,3
252200150;WARSZAWA-BIELANY;2020;2;3;3,7;79;3;3,7
252200150;WARSZAWA-BIELANY;2020;2;4;4,6;90,8;2,3;7,7
252200150;WARSZAWA-BIELANY;2020;2;5;0,8;81,3;3,3;2
252200150;WARSZAWA-BIELANY;2020;2;6;2,4;92,5;3,7;8
252200150;WARSZAWA-BIELANY;2020;2;7;0,3;84,8;1,7;2
252200150;WARSZAWA-BIELANY;2020;2;8;0,8;63,3;2,3;0,7
252200150;WARSZAWA-BIELANY;2020;2;9;2,8;72,3;2,7;2
252200150;WARSZAWA-BIELANY;2020;2;10;6,6;78;5,3;7,3
252200150;WARSZAWA-BIELANY;2020;2;11;3,9;83,8;4,7;7
252200150;WARSZAWA-BIELANY;2020;2;12;3,7;66,3;5,7;7,7
252200150;WARSZAWA-BIELANY;2020;2;13;3,3;70;3,7;3,7
252200150;WARSZAWA-BIELANY;2020;2;14;1,4;96,3;1;8
252200150;WARSZAWA-BIELANY;2020;2;15;1,2;88,8;2;5,3
252200150;WARSZAWA-BIELANY;2020;2;16;6,4;67;3,7;7,3
252200150;WARSZAWA-BIELANY;2020;2;17;11,2;52,5;4;7,3
252200150;WARSZAWA-BIELANY;2020;2;18;6,1;76,8;4,3;6
252200150;WARSZAWA-BIELANY;2020;2;19;5,5;69,3;2,7;6
252200150;WARSZAWA-BIELANY;2020;2;20;4,3;80;2,3;5
252200150;WARSZAWA-BIELANY;2020;2;21;3,9;75,5;3,7;6,3
252200150;WARSZAWA-BIELANY;2020;2;22;5,1;68;4;5,7
252200150;WARSZAWA-BIELANY;2020;2;23;5,8;83,3;4;7
252200150;WARSZAWA-BIELANY;2020;2;24;3,8;82,8;4,7;6,3
252200150;WARSZAWA-BIELANY;2020;2;25;6,4;88,3;3,7;7
252200150;WARSZAWA-BIELANY;2020;2;26;5,6;82,8;2,3;6,3
252200150;WARSZAWA-BIELANY;2020;2;27;2,5;81,3;3;3,7
252200150;WARSZAWA-BIELANY;2020;2;28;2,2;83;2,7;6,3
252200150;WARSZAWA-BIELANY;2020;2;29;4;71,5;4;6,3
252200150;WARSZAWA-BIELANY;2020;3;1;8,3;62;3,7;6
252200150;WARSZAWA-BIELANY;2020;3;2;5,5;91,3;3;7,7
252200150;WARSZAWA-BIELANY;2020;3;3;6,5;83;2,7;8
252200150;WARSZAWA-BIELANY;2020;3;4;6,7;80;2,3;8
252200150;WARSZAWA-BIELANY;2020;3;5;4,4;72,3;2,3;3
252200150;WARSZAWA-BIELANY;2020;3;6;4;74,3;4,3;8
252200150;WARSZAWA-BIELANY;2020;3;7;6,3;85;3;7,3
252200150;WARSZAWA-BIELANY;2020;3;8;5,4;82,5;1,7;7,7
252200150;WARSZAWA-BIELANY;2020;3;9;4,5;78;2,7;1,7
252200150;WARSZAWA-BIELANY;2020;3;10;7,5;78,3;2;5,3
252200150;WARSZAWA-BIELANY;2020;3;11;8,9;72,8;5,3;5
252200150;WARSZAWA-BIELANY;2020;3;12;8,9;73,3;4,3;5,7
252200150;WARSZAWA-BIELANY;2020;3;13;5,7;0;3,7;0
252200150;WARSZAWA-BIELANY;2020;3;14;2,1;0;3,7;0
252200150;WARSZAWA-BIELANY;2020;3;15;0,5;0;2,7;0
252200150;WARSZAWA-BIELANY;2020;3;16;5,2;0;3,3;0
252200150;WARSZAWA-BIELANY;2020;3;17;7,2;0;2,3;0
252200150;WARSZAWA-BIELANY;2020;3;18;10,8;0;3,3;0
252200150;WARSZAWA-BIELANY;2020;3;19;10;0;3;0
252200150;WARSZAWA-BIELANY;2020;3;20;6,1;0;1;0
252200150;WARSZAWA-BIELANY;2020;3;21;3,6;0;3;0
252200150;WARSZAWA-BIELANY;2020;3;22;0,1;0;3,3;0
252200150;WARSZAWA-BIELANY;2020;3;23;-0,6;0;2,7;0
252200150;WARSZAWA-BIELANY;2020;3;24;-0,5;0;2,3;0
252200150;WARSZAWA-BIELANY;2020;3;25;1,7;0;3;0
252200150;WARSZAWA-BIELANY;2020;3;26;5,3;0;3,7;0
252200150;WARSZAWA-BIELANY;2020;3;27;8;0;3,7;0
252200150;WARSZAWA-BIELANY;2020;3;28;8,4;0;1,7;0
252200150;WARSZAWA-BIELANY;2020;3;29;5,8;0;3,3;0
252200150;WARSZAWA-BIELANY;2020;3;30;-0,1;0;2,3;0
252200150;WARSZAWA-BIELANY;2020;3;31;0,9;0;2,7;0
252200150;WARSZAWA-BIELANY;2020;4;1;2,4;58;4,3;1
252200150;WARSZAWA-BIELANY;2020;4;2;5,2;52,3;3,3;4,7
252200150;WARSZAWA-BIELANY;2020;4;3;6,9;46,5;5,3;3,7
252200150;WARSZAWA-BIELANY;2020;4;4;5,6;54,8;2;3,3
252200150;WARSZAWA-BIELANY;2020;4;5;6,7;55;1,7;0,7
252200150;WARSZAWA-BIELANY;2020;4;6;11,5;31,3;3,7;0
252200150;WARSZAWA-BIELANY;2020;4;7;13,5;34,8;2,3;0
252200150;WARSZAWA-BIELANY;2020;4;8;12,3;47,5;1;0
252200150;WARSZAWA-BIELANY;2020;4;9;14,8;36,5;3,7;3
252200150;WARSZAWA-BIELANY;2020;4;10;9,3;58;2;3,7
252200150;WARSZAWA-BIELANY;2020;4;11;7,8;42,8;2,3;2,3
252200150;WARSZAWA-BIELANY;2020;4;12;12,2;35,5;2,7;0,7
252200150;WARSZAWA-BIELANY;2020;4;13;9,9;67,3;3,7;5,3
252200150;WARSZAWA-BIELANY;2020;4;14;3,9;54;4;3
252200150;WARSZAWA-BIELANY;2020;4;15;5,5;70;4,3;6
252200150;WARSZAWA-BIELANY;2020;4;16;11;47;5,7;3
252200150;WARSZAWA-BIELANY;2020;4;17;8,4;50,5;3,7;1,3
252200150;WARSZAWA-BIELANY;2020;4;18;6,2;48,5;1,7;2
252200150;WARSZAWA-BIELANY;2020;4;19;6,3;54,8;3,7;1,7
252200150;WARSZAWA-BIELANY;2020;4;20;7,5;55;1,3;2,3
252200150;WARSZAWA-BIELANY;2020;4;21;10,1;45,3;2,3;2
252200150;WARSZAWA-BIELANY;2020;4;22;11,6;53;1,7;4
252200150;WARSZAWA-BIELANY;2020;4;23;11,7;49,5;2;1,7
252200150;WARSZAWA-BIELANY;2020;4;24;14,5;36,8;2;7,3
252200150;WARSZAWA-BIELANY;2020;4;25;11,4;54;3,7;6
252200150;WARSZAWA-BIELANY;2020;4;26;8,7;50,3;2;5,7
252200150;WARSZAWA-BIELANY;2020;4;27;11,7;39,8;1,7;1,3
252200150;WARSZAWA-BIELANY;2020;4;28;16,8;37,8;2,3;3,3
252200150;WARSZAWA-BIELANY;2020;4;29;12,3;66,3;3;7,3
252200150;WARSZAWA-BIELANY;2020;4;30;11,4;73,3;3;2,3
252200150;WARSZAWA-BIELANY;2020;5;1;11,3;82;3,7;7
252200150;WARSZAWA-BIELANY;2020;5;2;12,2;77,5;2,3;3,3
252200150;WARSZAWA-BIELANY;2020;5;3;11;73,5;3;6,3
252200150;WARSZAWA-BIELANY;2020;5;4;11;73,8;1,3;3,3
252200150;WARSZAWA-BIELANY;2020;5;5;9,1;86;2,7;7,7
252200150;WARSZAWA-BIELANY;2020;5;6;9,7;81,5;3,7;7
252200150;WARSZAWA-BIELANY;2020;5;7;10,8;61,8;3;3
252200150;WARSZAWA-BIELANY;2020;5;8;13,5;49,8;2,3;1,7
252200150;WARSZAWA-BIELANY;2020;5;9;14,1;54,3;1,3;2,7
252200150;WARSZAWA-BIELANY;2020;5;10;17;44,8;3,3;3,3
252200150;WARSZAWA-BIELANY;2020;5;11;15,9;68;3;5,3
252200150;WARSZAWA-BIELANY;2020;5;12;6;69,3;4,3;6,3
252200150;WARSZAWA-BIELANY;2020;5;13;9,2;55,5;2,3;7,3
252200150;WARSZAWA-BIELANY;2020;5;14;9,6;72,8;2;6,3
252200150;WARSZAWA-BIELANY;2020;5;15;9,9;68;1,7;3
252200150;WARSZAWA-BIELANY;2020;5;16;10,6;58;3,7;5,7
252200150;WARSZAWA-BIELANY;2020;5;17;12,5;52,3;3,3;4,7
252200150;WARSZAWA-BIELANY;2020;5;18;12,6;62,8;2;7,7
252200150;WARSZAWA-BIELANY;2020;5;19;14,1;76;2,7;7,7
252200150;WARSZAWA-BIELANY;2020;5;20;11,2;67,5;2;5,7
252200150;WARSZAWA-BIELANY;2020;5;21;9,4;52;3;2,3
252200150;WARSZAWA-BIELANY;2020;5;22;10,2;52,5;2;1
252200150;WARSZAWA-BIELANY;2020;5;23;13,4;47;2;8
252200150;WARSZAWA-BIELANY;2020;5;24;13,1;73;3,3;4,3
252200150;WARSZAWA-BIELANY;2020;5;25;12,5;78,3;1,7;5,3
252200150;WARSZAWA-BIELANY;2020;5;26;13,8;77,3;2,3;3,7
252200150;WARSZAWA-BIELANY;2020;5;27;14,3;63,8;1,7;3,7
252200150;WARSZAWA-BIELANY;2020;5;28;14,9;61,3;2;4
252200150;WARSZAWA-BIELANY;2020;5;29;14,6;50,5;3;2
252200150;WARSZAWA-BIELANY;2020;5;30;11,9;72;2,7;8
252200150;WARSZAWA-BIELANY;2020;5;31;16;62,3;2,7;5
252200150;WARSZAWA-BIELANY;2020;6;1;14,6;48,3;3;3
252200150;WARSZAWA-BIELANY;2020;6;2;14,6;55,5;2,3;1,7
252200150;WARSZAWA-BIELANY;2020;6;3;12,9;68,8;2,3;5
252200150;WARSZAWA-BIELANY;2020;6;4;15;57,3;2;2,3
252200150;WARSZAWA-BIELANY;2020;6;5;16,6;76,5;3;7,3
252200150;WARSZAWA-BIELANY;2020;6;6;18,7;58,8;3;4,3
252200150;WARSZAWA-BIELANY;2020;6;7;20,1;77,5;1,7;5,3
252200150;WARSZAWA-BIELANY;2020;6;8;17;87;2,7;8
252200150;WARSZAWA-BIELANY;2020;6;9;15,1;85,8;1,7;8
252200150;WARSZAWA-BIELANY;2020;6;10;17,9;93,5;1;8
252200150;WARSZAWA-BIELANY;2020;6;11;21,1;83,8;1,3;6,3
252200150;WARSZAWA-BIELANY;2020;6;12;23,4;70,8;2;2,3
252200150;WARSZAWA-BIELANY;2020;6;13;22,9;74;3;4
252200150;WARSZAWA-BIELANY;2020;6;14;18,2;68,8;3;4
252200150;WARSZAWA-BIELANY;2020;6;15;17,1;75,5;1,3;3,3
252200150;WARSZAWA-BIELANY;2020;6;16;18,8;59,8;1,7;3,7
252200150;WARSZAWA-BIELANY;2020;6;17;20,1;80,3;2,3;7
252200150;WARSZAWA-BIELANY;2020;6;18;20,6;93,3;1,3;6,7
252200150;WARSZAWA-BIELANY;2020;6;19;21,5;77,3;2,7;4,3
252200150;WARSZAWA-BIELANY;2020;6;20;20,1;92;1;6,3
252200150;WARSZAWA-BIELANY;2020;6;21;20;92,3;1,3;7,3
252200150;WARSZAWA-BIELANY;2020;6;22;19,7;95,5;1,3;8
252200150;WARSZAWA-BIELANY;2020;6;23;18,2;78,5;2;4,7
252200150;WARSZAWA-BIELANY;2020;6;24;18,1;96,8;2;7,7
252200150;WARSZAWA-BIELANY;2020;6;25;23,2;70;3,7;2,7
252200150;WARSZAWA-BIELANY;2020;6;26;22;63,5;3,3;4
252200150;WARSZAWA-BIELANY;2020;6;27;21,8;78,3;1,7;5
252200150;WARSZAWA-BIELANY;2020;6;28;23,9;68,5;2,7;2
252200150;WARSZAWA-BIELANY;2020;6;29;20,3;81;2,3;6,7
252200150;WARSZAWA-BIELANY;2020;6;30;19,3;69,3;3,3;3,3
252200150;WARSZAWA-BIELANY;2020;7;1;21,9;55,8;2,7;0,7
252200150;WARSZAWA-BIELANY;2020;7;2;22,1;80;2,7;3
252200150;WARSZAWA-BIELANY;2020;7;3;21,1;80,3;2;4
252200150;WARSZAWA-BIELANY;2020;7;4;21;65;3;0,7
252200150;WARSZAWA-BIELANY;2020;7;5;23,5;58,5;3;5
252200150;WARSZAWA-BIELANY;2020;7;6;21,7;73,5;2,7;6,3
252200150;WARSZAWA-BIELANY;2020;7;7;16,1;66;2;5,3
252200150;WARSZAWA-BIELANY;2020;7;8;15,2;61,3;3,7;6,3
252200150;WARSZAWA-BIELANY;2020;7;9;17;67,3;1,7;4,7
252200150;WARSZAWA-BIELANY;2020;7;10;22,2;72;2;5,7
252200150;WARSZAWA-BIELANY;2020;7;11;16,7;85,5;2;8
252200150;WARSZAWA-BIELANY;2020;7;12;15,8;67,8;1,7;4,3
252200150;WARSZAWA-BIELANY;2020;7;13;16;69,5;1,7;6,7
252200150;WARSZAWA-BIELANY;2020;7;14;18,1;62;1,3;4,3
252200150;WARSZAWA-BIELANY;2020;7;15;20,3;52,8;1,7;2
252200150;WARSZAWA-BIELANY;2020;7;16;17,9;85,8;2,3;7,7
252200150;WARSZAWA-BIELANY;2020;7;17;17,3;83,3;1,7;4,7
252200150;WARSZAWA-BIELANY;2020;7;18;21,2;67,3;2;1,7
252200150;WARSZAWA-BIELANY;2020;7;19;22,4;62,5;1,7;4
252200150;WARSZAWA-BIELANY;2020;7;20;21,4;80,8;2,7;5,3
252200150;WARSZAWA-BIELANY;2020;7;21;18,6;71;2,7;4,3
252200150;WARSZAWA-BIELANY;2020;7;22;16,8;58,5;1,7;2,7
252200150;WARSZAWA-BIELANY;2020;7;23;16,2;66,3;2;6,7
252200150;WARSZAWA-BIELANY;2020;7;24;19;54,8;2,3;1,3
252200150;WARSZAWA-BIELANY;2020;7;25;21;59;3;2,7
252200150;WARSZAWA-BIELANY;2020;7;26;22,3;50,5;1,7;2
252200150;WARSZAWA-BIELANY;2020;7;27;22,6;66,5;1,3;5,3
252200150;WARSZAWA-BIELANY;2020;7;28;24,7;71,3;2,7;5,7
252200150;WARSZAWA-BIELANY;2020;7;29;21,3;89,5;2,3;3,7
252200150;WARSZAWA-BIELANY;2020;7;30;19,3;67;3;2,7
252200150;WARSZAWA-BIELANY;2020;7;31;18;58,3;2;5,3
252200150;WARSZAWA-BIELANY;2020;8;1;18,9;67,5;1,7;4
252200150;WARSZAWA-BIELANY;2020;8;2;20;54,5;1,3;3
252200150;WARSZAWA-BIELANY;2020;8;3;20,2;69;1,7;7,7
252200150;WARSZAWA-BIELANY;2020;8;4;17,3;96,3;1,3;8
252200150;WARSZAWA-BIELANY;2020;8;5;17,1;78;1,3;2,7
252200150;WARSZAWA-BIELANY;2020;8;6;20,8;65;2,3;2,3
252200150;WARSZAWA-BIELANY;2020;8;7;23,3;63,8;1,7;2
252200150;WARSZAWA-BIELANY;2020;8;8;24,5;59,5;1;0,7
252200150;WARSZAWA-BIELANY;2020;8;9;24,1;65,8;1;3
252200150;WARSZAWA-BIELANY;2020;8;10;23,3;64,8;1,3;2
252200150;WARSZAWA-BIELANY;2020;8;11;22,5;63;2;1,3
252200150;WARSZAWA-BIELANY;2020;8;12;19,1;60,5;1;0,7
252200150;WARSZAWA-BIELANY;2020;8;13;20,3;54,3;0,7;2,3
252200150;WARSZAWA-BIELANY;2020;8;14;21,1;51,8;1,7;2
252200150;WARSZAWA-BIELANY;2020;8;15;22,6;46,8;2,7;0,7
252200150;WARSZAWA-BIELANY;2020;8;16;21,4;44,5;3;1
252200150;WARSZAWA-BIELANY;2020;8;17;21,8;57,3;1,7;6,7
252200150;WARSZAWA-BIELANY;2020;8;18;20,7;77,3;1,7;6
252200150;WARSZAWA-BIELANY;2020;8;19;19,1;77,8;2;3
252200150;WARSZAWA-BIELANY;2020;8;20;21,1;64;2;2
252200150;WARSZAWA-BIELANY;2020;8;21;22,6;50,5;1,3;2,3
252200150;WARSZAWA-BIELANY;2020;8;22;23,9;63,5;2,3;4
252200150;WARSZAWA-BIELANY;2020;8;23;20,2;84;1,7;5,7
252200150;WARSZAWA-BIELANY;2020;8;24;19,6;65,5;2,3;6
252200150;WARSZAWA-BIELANY;2020;8;25;17,9;76,3;1,7;4
252200150;WARSZAWA-BIELANY;2020;8;26;18,5;67;3,3;7
252200150;WARSZAWA-BIELANY;2020;8;27;16;91,8;4;7,7
252200150;WARSZAWA-BIELANY;2020;8;28;16,3;82;2,3;5,3
252200150;WARSZAWA-BIELANY;2020;8;29;17,8;91;1,3;6,3
252200150;WARSZAWA-BIELANY;2020;8;30;16,8;97,3;3;8
252200150;WARSZAWA-BIELANY;2020;8;31;16,5;91,3;3;5
252200150;WARSZAWA-BIELANY;2020;9;1;13,6;94,3;2,3;8
